place_name,place_id,place_lat,place_lng,place_type
Ao Pharmacêutico Mangabeiras,4a2082273e3ed2983cf56a698c7dbcaa0e83c750,-9.642758099999998,-35.7066148,drugstore
Farmácias Pague Menos,ae73d13a076b1f1193b449d695d337e2b00c0e22,-9.6433061,-35.7014522,drugstore
Sampaio de Melo Comércio,cefa1fc875ab2b84025c9a08943a0b32ea7b0123,-9.643328400000001,-35.7017872,drugstore
Fixer - Centro de Serviço,ac4ceec068c5461ce0ff0d2f6541ff58653f5ca6,-9.642542899999999,-35.7038101,electronics_store
Sala Norte,67e1d10cd37cca4cfe39e51bcc2691f7fc3a7012,-9.6426534,-35.7038895,electronics_store
Central do iPhone,531e40cd85a513295a994fc0cbb5de6df7d6580c,-9.642996399999998,-35.7029008,electronics_store
Roche Áudio & Vídeo,ee7f95d814618e7d32e193cbf3221030b84bb8e5,-9.6440676,-35.7060555,electronics_store
UNIUM automação,60644dd4f80cf0e5bb34f91ce36c92c4760a9e4b,-9.645063000000002,-35.703995,electronics_store
Logic Automação Residencial,625f564984c1ec71f2e4c073b48b425861caeff8,-9.6448137,-35.7101429,electronics_store
BYYC Produção Musical,e7b90a4bf0d29678ac76e3e50ca869829a29a9b2,-9.642730000000002,-35.70388869999999,electronics_store
Escritório Sandra O Cavalcante,613cf96686250cc61d110b83692b942f8ccda6cc,-9.644935,-35.7050028,electronics_store
Multimídia,e4ad4eec8bb241302e70774326257c2f1e04211d,-9.645421599999999,-35.7057085,electronics_store
Brascar locadora,f43091e97ae21b029303b85f29ab7fa1f9c04d53,-9.643293300000002,-35.7090731,electronics_store
W-store,d76f294035828b1d687b32b7aff096bed7f4f4dc,-9.6345829,-35.7008026,electronics_store
Daisy Buque de Frutas Comestíveis,fc96f11d2b757bdb2fc32f3e56b02eb361b68623,-9.6380024,-35.7009315,florist
Ambiente Jardim,287b8084e858f230df4ab930dafa0801d251b62a,-9.643526999999997,-35.704941,florist
Verde Vivo,b5ada59d81cf7c2d95801e5804b6595302609b25,-9.6390493,-35.7051401,florist
Portobello Shop,75c3c84ab7a7cd33e627a365cb52fde40dd52465,-9.644899800000001,-35.7080388,furniture_store
Click Colchões,8dbfd63e965b6c6e4d71f4f67b98a18d748cbcba,-9.638188699999999,-35.7051988,furniture_store
Finger Móveis Planejados,964a636699896b6e0d62e88c6b0ccce4f3b9c97d,-9.645256599999998,-35.7077051,furniture_store
Dimare Maceió - Móveis Planejados,9815a8507993b4c0d8c67abb170a153a36b736c6,-9.6462261,-35.707749,furniture_store
Florense Maceió,2c954aee86cadcb18ba54c1e16491dd8d071f9b9,-9.645181299999999,-35.7090318,furniture_store
Colchões e Cia,7a57481c37a51be7c824960989248df05e22fe5a,-9.6429808,-35.7019722,furniture_store
Metroametro Comércio e Serviço,be2b4de50a7b955d2ecd2676f28e2f8a4c2470bf,-9.644955699999999,-35.7051986,furniture_store
RD Estofados,9786caeaf5f0f51d3a67c4c8cc38398c52bd06dc,-9.6369468,-35.7029422,furniture_store
Pilar Móveis Usados,7e5fc0cd37884d093694f2e841f5ff29911e8bb5,-9.6372244,-35.70154349999999,furniture_store
Emel Stella Maris,04eac604dcafa64a7adcff371bc7e8809a109eb1,-9.6461949,-35.7052348,furniture_store
Emel Interiores,6d4017dfcf68c895e4ffd599d75436011dd5e262,-9.6449269,-35.7084862,furniture_store
MIX COLCHÕES,4d8bbca150a775c24fb11e5f8c11d8184579d8df,-9.6451759,-35.70856229999999,furniture_store
"""Sand's"" Colchões Onix",ef8c1dcb84fc87f0309b4fcf2f3047653e909b00,-9.644852,-35.7109747,furniture_store
Posto Shell - AUTO POSTO SHOPPING LTDA,56bf27050fcfa242577e461ec54c9286fa711ceb,-9.643771,-35.7112535,gas_station
Gas Station,a5a3ab45379e39f15cdd8c9e86a2993edd15dc54,-9.6437463,-35.711265,gas_station
Auto Posto AL 101,5cdd482bee68ab863d5fd0237e8b9382e87c2e94,-9.6369486,-35.70325040000001,gas_station
Pamel - Paz & Medeiros,f6c0cb417ae8f9f42631499d926f97383dc646b6,-9.642724399999999,-35.7087541,gas_station
Posto Petrobras,6ef33217daed542e7baa4bf42c0985568f86b78c,-9.644887,-35.708365,gas_station
Caixas mais,56c18c4198c51e0b9bc6dbef0aa06998cf169570,-9.6396967,-35.7099144,gas_station
Posto Shell - Cia Brasileira De Distribuicao,08721f2301aa5d09c9d12b0c7948f5507440feb4,-9.6345035,-35.7021598,gas_station
Ronaldinho Soccer Academy - RSA,14236194c622e0006e17b264b807f9e02a6d2bf0,-9.635858,-35.70301799999999,gym
Metalife Stúdio Maceió,b7bd4e5a945785675fea15a1878815c1c4070f7c,-9.642764099999999,-35.70638979999999,gym
DamyPilates Unidade Jatiúca,fed6b778f9de029f1c1802a77f81092d10bb3f88,-9.643488600000001,-35.7022243,gym
Sofia Gam Yoga Shala,38ae4b96ec8f1052a62420f7314323d2045852f0,-9.6445349,-35.7069787,gym
Studio Pilates Aline Porto,b8bcaccb3e3b4b7c0638e99e08faf473b46b44f0,-9.644671,-35.70824199999999,gym
Leve Pilates Studio,f4f9cce4004602a1629be699748fb3cf8882b9dd,-9.6452186,-35.7084947,gym
Garagem Fitness - Strength & Conditioning,d00f164fe667fc73d8287f7461eaec9594152ca6,-9.6442307,-35.7094413,gym
VOLL Pilates | Studio Daniela Gobbi,16ce4bf77a5fd894b27ce3eb81bfd9ac74f0ef25,-9.645734599999999,-35.7000309,gym
Yve Leão Pilates e Fisioterapia,613abbc7c6b9387a7bab2c598f9ae6fb73a3f7b3,-9.6485484,-35.7054165,gym
Pilates e Fisioterapia Yve Leão,1cfd3f92ee06b5b693f39a5c63950e42b4b83723,-9.6485979,-35.70604050000001,gym
Beto Cabelos Unissex,6a14150034a1ccc36bc9cb74ff09e601bb00d6e5,-9.6449882,-35.7108101,hair_care
Amsterdã Rocha Barbearia | João Davino,6a5357160a49a81c3c8be38e35d40bbccf485710,-9.643263499999998,-35.7023984,hair_care
Barbearia Bem-apessoado,b86c9bd33b151614f8fc688dff6759fdff4a0178,-9.637721999999998,-35.702843,hair_care
Johny Cabeleireiros,93630bf1e0ae25fd7bbbfd075da6ab457565438b,-9.645023199999999,-35.70571520000001,hair_care
Elis e Flávia Cabelos Unissex,930a233d55d2488cf9791b8b4a32b22ec3c0b11f,-9.6428738,-35.7082479,hair_care
Nena Cabelos,7ebf3bcfaa8c46b31d9626045ef18a9a84ee4a0c,-9.643104099999999,-35.7081899,hair_care
Barbearia Popular Do Flaviano,3b05ba48d30002aba183ed4a00561edfe76edbf4,-9.637434899999999,-35.7015827,hair_care
Nova Vida,ecf596d0130a184cbac44d0404a6d46c53c90d73,-9.637330600000002,-35.7015202,hair_care
barbearia Novo Horizonte,c45db34a032c7e97cd0686dea0b474557462290f,-9.6362729,-35.70631709999999,hair_care
Barbearia Velha Guarda | Barbearia em Maceió,71f2f211d968776477f1a92b65b57cb20162c279,-9.6452298,-35.7084234,hair_care
Barbearia Novo Visual,ffe85fc5f89706951a54fd2f7ea3c3638b7726e1,-9.6387573,-35.7098411,hair_care
Clube Barbear,4d81ea30093f4182dc960cc315b6013133a7f67b,-9.642955899999999,-35.7102149,hair_care
Seu Ribeiro,141ad3f0fdf1238fad4b664189065aaa6ecb866a,-9.635074699999999,-35.7024981,hair_care
Barbearia Lima,e0e329990b86b2ee3f2390532536a7757a5535f3,-9.635041099999999,-35.702557,hair_care
Luzinete Cabeleireira,bbb73fe0289009e6e187cbca88a4a5c9152e9dd2,-9.645843000000001,-35.708759,hair_care
Salao de beleza katia cabelo,c784fb0047b456f8a39d9cca39738543f796124f,-9.6344816,-35.70560819999999,hair_care
Cristina Cabelos,f57b49ea40a927dcfc47c3d4f1e2c183899525df,-9.6439543,-35.7115135,hair_care
Rique do Corte,be77bad2e9fd5621fc9f9465324fc8ab09b4b487,-9.634341800000001,-35.7076391,hair_care
Barbearia Novo Estilo,5af1ccc5858e895f6c4348d8a08b07447c0f3341,-9.633629200000001,-35.7067308,hair_care
Encanto do Tear,23c951e48b9d82dc1cfb987e07ad5d6d2bdf3487,-9.6422194,-35.7076844,home_goods_store
Bon Ton,4dbc09404dd9f0527c7aee4e43b3ca63aa9b0301,-9.6453316,-35.7056006,home_goods_store
Apparato Maceió,71ccc9541073a24c1a48e684f88aab0ec5005e3e,-9.6428404,-35.70867270000001,home_goods_store
Idélli,aa766c590967309fbcf9f00c3eef75b59f8deb75,-9.644912099999999,-35.7085439,home_goods_store
Ibratin,a5d5f0c5766bd82e0e9d96d938fb9a2790d9b626,-9.6456011,-35.70029770000001,home_goods_store
Ibratin Norte-Nordeste,57fb545e2064ea272b77200206fa8cd8afefb4c0,-9.645604,-35.7002928,home_goods_store
M2 Design,a17642109098a879c0ab476416ec11b841d41f6c,-9.647707600000002,-35.70618969999999,home_goods_store
aguapealagoas,1677e922cf567ef05ff35d45134770a4d6775256,-9.645084899999997,-35.7081789,home_goods_store
"Unipragas - Limpeza de Caixa D'aguá em Maceió AL, Higienização - Lavagem de Caixa no Centro AL",0cec734661a286f65cad65743daa4b94f14f6341,-9.644423999999999,-35.7064091,home_goods_store
Espaço Vinílico Pisos e Revestimentos,064e742e4055fa56de97abbe95fd8c12b915948d,-9.6432547,-35.7032602,home_goods_store
Compositá,97d3f5b96ebbb8dfdaa7c7c274d03b6c5e43c7a4,-9.6438705,-35.7035515,home_goods_store
Iluminart,76c1b259d2d63ab3cace0722d7b7aa6c1050ec94,-9.645037100000001,-35.7040186,home_goods_store
Floors & Co.,f82158f65306a1acb67dea22fe96b6d463b4a7d4,-9.637513799999999,-35.70413020000001,home_goods_store
Belasartes Móveis,599ed97b1db4d4ca64de097edf6b91b7fc1a930b,-9.6450296,-35.7055064,home_goods_store
Ibratin,4d3b43b61b006f648455bb06859f7124147263b2,-9.645143,-35.705315,home_goods_store
Deffine Hub Store,06190b9eabfdbaf02720b3fc7f15b6cc28fe070f,-9.6452476,-35.7058847,home_goods_store
S.O.S Mesas,612b752dd3c010577ccde04a875a93748d061c75,-9.637118299999997,-35.7023422,home_goods_store
Ornato Box,455f46e918a1f99c61d9d414fc47b182679bc380,-9.641535499999998,-35.7093661,home_goods_store
Art Decoração,9cd28207076d6b7a2d91bcb66e8e0a0f867f6a09,-9.642769999999999,-35.7096983,home_goods_store
JoyJoy Atelier,f5f1d9d10199be9c11ee3a43392b24aed0b7d477,-9.647645599999999,-35.7063016,home_goods_store
Messias,0b586736eb0b3efc493a60c4d8d14579c4b28358,-9.6396967,-35.7099144,home_goods_store
Ilumini Tech,bfba9f0d46fae576efa300eb856b18e2779da0df,-9.644884399999999,-35.7090049,home_goods_store
Uniflex | Maceió,621fdc008b5cc5c2f5497527ac7732a1c2bd2b31,-9.6448919,-35.7091051,home_goods_store
Ibratin Show Room,bf8ec6a98933cf50a42cf135763eb6909fde14bf,-9.646054000000001,-35.70008430000001,home_goods_store
Cinemática Fisioterapia e Saúde,2f23019356b08ec5ebaf804ca0a8a2bd14ee4f0c,-9.642897300000001,-35.7056445,hospital
Harmonycor Maceió - Cardiologia,eedafe7b0bb7aee3e1d9676f933e9cfaf0e7c8b7,-9.647657700000002,-35.7057648,hospital
Dr. Coluna Vertebral /CIT- Centro Integrado de Tratamento,6a8f51f7f3e479af3e2c301b49e82dd5de6f3bc0,-9.645045999999999,-35.7036345,hospital
Clínica ComViver,f7ba1116ced4b9e7c744ecdc3aa7aef395920e32,-9.6467652,-35.7063016,hospital
Clínica Santé,bdbf0181dc9d746dfcfcdcc34a01f7c5eb411b42,-9.6462271,-35.7074825,hospital
Clínica Inside Mind,7193b6944478ab16d8b73ff4152b015f4a19fcd4,-9.647687999999999,-35.7058051,hospital
"Dr. Diogo Jatobá | Psicólogo, Neuropsicólogo",239c071e22b391a05c27c7fd720fcdda6444613c,-9.6475516,-35.7063456,hospital
Nutels Saúde Integrada,b1ff094e52185aa19712066ac8599be67cc4700a,-9.6477467,-35.7060767,hospital
"INSTITUTO DE TERAPIAS DE MACEIÓ - Fibromialgia, Dor,Miofarcial - Maceió",2b409f9b890790f5dfce6df80b9f73ec47ea9d49,-9.6479387,-35.7060268,hospital
Viviane maria de sales,f1a4c6f22b5c56836b2c10b9429457a764154830,-9.6453708,-35.71098159999999,hospital
Sonograph Stella Maris,c1d8e42dda622847a6f834e27bb95bcb14145c16,-9.642677200000001,-35.7061309,hospital
Dry Clean - Mangabeiras,72f30b078a937db84acac214069bc4d385bae229,-9.636342700000002,-35.7032127,laundry
Dryclean USA,ceecb3457b7f678f8464e3f877cdc85bd8e42dcd,-9.649112,-35.70613,laundry
Lavanderia BonaSecco,a385b0a6f2e61846eeea188d3f0b903130eb8f36,-9.645195,-35.708675,laundry
Lavanderia Pilar,8c2ed6dd6b15ee67dae99c88a5a6a32e30f3224f,-9.637201299999997,-35.6997326,laundry
Cerveja & Tudo Maceió,d44496ec0e5e840a01b449f534c42b18b213145e,-9.643125999999997,-35.702529,liquor_store
Evenir Refeições,0911083d94146850bf55ec0aea545a61ce1b6a1e,-9.6444112,-35.7114159,meal_delivery
Seu Grill Delivery,26ad1402f2a1a88000cf29f2b0073a55e31dca9e,-9.6417558,-35.7037926,meal_delivery
Pratic Food,63e0c58d27f32964989a5ec30306017705a959d9,-9.6429277,-35.7077067,meal_delivery
Louca coxita,914dc607defdd2e2fda8ec8ecb4a77b2c04eea66,-9.637884399999999,-35.7014818,meal_takeaway
Açaí Concept,1879e891ce07f171ded632861d7cec9d37e5f7f3,-9.645204699999999,-35.708374,meal_takeaway
Sanduba da Hora,122a9f5da1a1d3c7cffe5c29887b4e47f2e37453,-9.638450099999998,-35.6990449,meal_takeaway
Sanduíche Sobrenatural,e7815e9e2dc2ec7654178bae47e7cab10eb3179f,-9.6475079,-35.7051567,meal_takeaway
Minha Branca Saladeria,f4668e7b9761b2d0f9978c9d6e0ebcbb8da28faf,-9.647674799999999,-35.7057468,meal_takeaway
KIMANIA KOXINHA,da98159d888505196577f747fc76d095c7e11c70,-9.638742599999999,-35.7016204,meal_takeaway
Chapa Burger,3490ea423c170665608ea8dfa12251b4569bd679,-9.638616399999998,-35.7012078,meal_takeaway
Tantan,7e7ddcbd19e49195a24ee05c2be7ab8a8af12fba,-9.6450547,-35.7029995,meal_takeaway
Passaporte São Lucas,259fbf07dedf010fb086cdb90b4c3e26290e0eec,-9.6372395,-35.702501,meal_takeaway
Junior Brandão lanches,fb70a0333ddda342479cb7e78659db574e8855b9,-9.63727,-35.70225409999999,meal_takeaway
Pet & Sam Lanches,296cc6de850e7707647c667452d161d377c2d32e,-9.637186599999998,-35.7000071,meal_takeaway
Mocotó da Socorro,b234baf06418f9ca728466035dc3a8d6dd629381,-9.6347494,-35.70413839999999,meal_takeaway
Sandubaria Ki Delícia,109f398925046039754e9525b11fa8442aeddade,-9.647933999999998,-35.7051453,meal_takeaway
Tentação,5a07f4e4b8615dad8a7330b8bb6baabddfba3781,-9.6342601,-35.7040952,meal_takeaway
Planeta Lanches,ddf00199148e81b5da2b285a7070d4d475a0ade3,-9.634238300000002,-35.7042859,meal_takeaway
Coxinha e Companhia,01a776c9722a1d9fe062a4baad48cc192f7dcfee,-9.6348489,-35.7085845,meal_takeaway
Lagoa da Anta,6ad38a60f165fa8a59edcc9f281765b1fe96ea32,-9.6428282,-35.6988357,park
Praça N. Sra. Rosa Mística,4866a492baac5af1f2d83d80106e43d797ceed7a,-9.640565300000002,-35.7025751,park
Praça Nossa Senhora Rosa Mística,288592ca6b8670a80766fef274c42523c1e41bb7,-9.640412200000002,-35.7023445,park
Praça Tenente Madalena,2695c2f6dfd9dc4ea2a99462b84f79fdc2ba4b36,-9.6367481,-35.7013453,park
"Lagoa da Anta, Maceió-AL",a4680e9b29e7216b5ee6b09350d88eabccdb17ee,-9.639272199999997,-35.6988233,park
Parque sustentável Vera Arruda,00193aa95ea52f391419b30cbb8295eed4f6fad0,-9.6471172,-35.7020356,park
Mundo dos Animais Com e Servi,54561cbb84985204c9b6eee2ea240edc0ca3f2e8,-9.6430292,-35.7051973,pet_store
Pet Spa,bc4041e7d67b6c7b056e074c8507f68c769e3fe6,-9.643328,-35.701922,pet_store
Totolandia Hotel Spa Pet,a181edf7a2a66b316f8f3cd999014e44af70dd7e,-9.6430756,-35.701074,pet_store
Pet's Food,8e99544891e8c37bbcececc93072ce0d612a4e26,-9.643762,-35.7080371,pet_store
Natureza Animal,2cdfa833ba259845233e89ba28ff31d1a303aecd,-9.642842199999999,-35.70859110000001,pet_store
Belle Dog Banho e Tosa,82abefacd6a45f2808cef8d67cea517a3c670dee,-9.637155400000001,-35.7018418,pet_store
Biótopo Brasil - Aquarismo e Petshop,af3d2fe781a76a9876dd4d23d2f5aab16ec8153f,-9.6460309,-35.7051771,pet_store
Stylo Dog &cia,06af6022107122af247ee195c2774d052fe5ac02,-9.635115400000002,-35.7090537,pet_store
Farmácia Permanente,b9ba870b83d699748bb4519da020091625776d57,-9.6433058,-35.7027826,pharmacy
Brazil's Labor Pharmacy,3f25bcdcbab75fab485d6086f2b55462df98d7d1,-9.643256899999999,-35.7025274,pharmacy
Farmácia FTB,3456f5e1bff125abbc9a2fd4e2042ba93b251f46,-9.643065799999999,-35.70085919999999,pharmacy
FARMACIA DO TRABALHADOR DO BRASIL,747ba69759abc38091a6ecce244ee2753bd99edd,-9.643065900000002,-35.7008519,pharmacy
Farmácias Pague Menos,d6bed75a6442e1c67b8a17102a34bd564f755275,-9.6466686,-35.704897,pharmacy
Drogaria e Farmácia Nacional,725d29527391b105a306d272accca720329c50b0,-9.643263499999998,-35.7023984,pharmacy
Homeopharma Farmácia e Lab. Homeop.,3524b9abbf3c0b31a6707c9a11e76e4d3bc39b5d,-9.6427728,-35.70661359999999,pharmacy
Drugstore São Luiz,f841d5e791aa80d453ac9d63e5ab1c64b6f2c651,-9.6432978,-35.70171339999999,pharmacy
Farmácia Porangaba,8d182eb8349d8b799006660319f5cd0462ae079c,-9.637397299999998,-35.701771,pharmacy
Farmácia Permanente,665f1988afff2cadd95421e3824bcf7d362ad015,-9.6452832,-35.7067384,pharmacy
Farmácia do Trabalhador Norte Sul,6e9208cba280a50b5a836f9c5f780e1eb9a6073a,-9.635959999999999,-35.702886,pharmacy
Farmácia Popular,de485608850f02665845154d5d28e00161d3186e,-9.638798200000002,-35.71084329999999,pharmacy
Delegacia Da Policia Civil,416eb59bc83b316b9d0862812b81530e6529539a,-9.637339199999998,-35.7033251,police
Polícia Civil do Est de Alagoas,670b14b58fbf035e3c54d5164dde01d86353d612,-9.637321,-35.7011179,police
Base NOVA OPLIT Jatiúca,e963f0047d637fa6d3d5937d4a2830b3a40a7073,-9.643567299999999,-35.69899899999999,police
BPE - Events Police Battalion,6b6961ade562281aeb2241985a7778ff16c2519a,-9.6353638,-35.70917549999999,police
DORY'S SHOES,5405caf3efac49f1e3a3f3dbc6f13b02a3bae1f5,-9.643488600000001,-35.7022243,shoe_store
Badulaque Acessórios,1f81439e0f9431c2aee9cefa6cc22eaaf23a6f4b,-9.6379021,-35.7048505,shoe_store
Loja Bibi,927c9cb98514b1805363646fd10a18d725e7df30,-9.6375949,-35.7036772,shoe_store
Via Dupla Classic,80ec4d25f17597edd4ff019a94017d81efa0ccb5,-9.6459788,-35.70019190000001,shoe_store
Akaé Baby,822b706367da16440c2d54a48e8905a0a2b022f0,-9.6462623,-35.71029740000001,shoe_store
Top Alagoas,ceb5664468d82da62a71de6f26e0f43b05142411,-9.6432883,-35.7085142,shopping_mall
GPA Malls,73feb7839619803dd5235beb3cc19b95733c12c4,-9.635652399999998,-35.7027003,shopping_mall
Passeio Stella Maris,e0ac836bc0926a7587bb380a8e97b951d12c3aa0,-9.645959499999998,-35.7002161,shopping_mall
Passeio Stella Maris,f801098586bf706515c01b6377461fb1e86a747e,-9.6462184,-35.70071130000001,shopping_mall
Luck Car Veículos,83cd2561d57612e5fa9576d6c167d27d286c3ae5,-9.641038599999998,-35.7079016,store
Moldura Minuto Maceió,d0e80cc10f334d4b1c10bc562f3c7a2108d4dabc,-9.6453088,-35.70637910000001,store
LG ASSISTÊNCIA TÉCNICA AUTORIZADA SMARTPHONE,e62941bf165831bc935e548b5fe24692fbe030f5,-9.643295599999998,-35.7025132,store
Ibratin Tintas e Texturas,76e6c743b04ea4ed52b165cb64b0787921b3c033,-9.6455405,-35.7004487,store
Maria Pão de Mel,5d7f662beed7db245aa733ad0a426f686a7863d9,-9.642439999999999,-35.703348,store
Lumiar Healthcare Maceió,de4127b6dbb41967cec0ee34b7ae6e1bb5052f01,-9.6423428,-35.7027389,store
Comercial Mangabeiras,a908d326d65881c9b984b3ef90bb63474f1481cd,-9.643227099999999,-35.7050507,store
Balões Mágicos Loja,4ef6329bee9bcb1da05dd5f8cf201c240e581351,-9.6434044,-35.7025938,store
Centro Auditivo Bernafon,23c82ba88645c48d233eec23cb51d9c26124645c,-9.643411599999999,-35.702493,store
Auto Flex Veículos,c885e3cb80191d2e1bf52613c84dec180d90e3b8,-9.643086,-35.7066101,store
Kalina Moura Calçados,cf3c261f96f86812ee88811d8a46ef91784b14d1,-9.6417489,-35.70080069999999,store
Iluminart Cortinas,495ff89c3f0d163d86c013e19ceb5cb1c06cf8c3,-9.6450315,-35.7039372,store
Destino Casa - Decoração e Presentes,8b5e09b7f967f5e5a197c7f37e256014799c81fa,-9.645097500000002,-35.70289579999999,store
Mercadinho Fonseca,868e34ead99a133a80e94194e08dc4f435561559,-9.637279199999998,-35.7028419,store
Nissan Nikai Maceió,d4e25db14ed7fe9832c9f0be5838046d5e15a1a2,-9.6406849,-35.7083925,store
Empório Essenza,8c20c2bc4b218b96f9f3727a5f82e59205c0d65c,-9.643919,-35.7080564,store
Merc Mercado,40e621ec006ec332b0ca5fdfab6c3fedb0d01c41,-9.635960800000001,-35.7024978,store
Brasilvita Três Suplementos Nutricionais Ltda,836640d27807bdc2e540bce7ecfaf593e089927a,-9.6459918,-35.7003578,store
GBarbosa,bf1ed43b13be5843e2ffc81b4c9eea9fe5cb284a,-9.6491375,-35.7058639,supermarket
MERCADINHO ARCO IRIS,6a300ff95d044b3b0d17226e7c9851205206c978,-9.6372156,-35.7019275,supermarket
Sacolão Cruz Das Almas,8c8a7f0dabf21d96761757f6cb44890dd37142af,-9.6373743,-35.7008963,supermarket
Mercearia Do Walter,9982abf2fd6d1627a5fb2ed551a0f397d48e14fd,-9.637815,-35.70010879999999,supermarket
UniCompra,753869477554849204578722926dfe0c51db3630,-9.6468217,-35.7057166,supermarket
Mercearia da Cristina,61bc05872a214773c05c34b22a8dc78aa60009d6,-9.6371333,-35.7088226,supermarket
Donna Branca,1076be708050c19dbe183f4d4e5cc5fc837b5bcf,-9.6388905,-35.71092309999999,supermarket
Merc Braços Aberto,da205f14d1d5e1aebfab05a8e6053a190a9e4e96,-9.635368099999999,-35.7089332,supermarket
Igreja Sete Anjos,70db2ea9f7ab73b9490009547ce90c6117a1c4cd,-9.643739099999998,-35.711775,supermarket
Estátua O Beijo,f18be07e6cbbd2711e551bd508fef25959496794,-9.6430315,-35.699,tourist_attraction
Station 7 - Cultural Stage,4ccd884652c0b4b98e92fb306f19361b7cd754ad,-9.643953,-35.69907809999999,tourist_attraction
Estátua Lêdo Ivo,6c2b262da66da4247257d87d22b9c89bd1cda0dd,-9.6445254,-35.69915090000001,tourist_attraction
Estátua Nise da Silveira,0db34faa0b15c7ccb47bff5092a3eda8e688b428,-9.6472769,-35.7003012,tourist_attraction
Vera Arruda,7fc9840064e13c3d23dd4a2b570cd93403159660,-9.647492399999999,-35.70047520000001,tourist_attraction
Bello Pane Delicatesse,08ddea1a6fefdc8a7c020049dbc26b4c18e674df,-9.653510299999999,-35.70364289999999,bakery
Bolo das Fadas,4c3efcda986f333e846390161557d3a575205497,-9.651039599999999,-35.7077335,bakery
Ô de Casa Bolos Caseiros,b02121f29e1c396011364c4bc9cb7331370461b9,-9.6549683,-35.7018938,bakery
Panaderia,59029d6a9b1cfc17c6b7cc5e74763fbbef30a94a,-9.6565396,-35.7013516,bakery
Kascão,e588229ac957427f430867c95fcf5d0627f5e794,-9.6494687,-35.70662089999999,bakery
Ferreti Bakery and Doceria,5b5ec6092a0ee2a2a7ccbd3728cf912eaa0372e4,-9.651034000000001,-35.711129,bakery
Dona Massa,ab676915a9135a38306193270c053d9076e241c9,-9.6636098,-35.70870860000001,bakery
Laura Alencar Doces,da00f8a6e2d61b1774f86afd69c5f047fd507dcc,-9.650344800000001,-35.71158920000001,bakery
B.Verrines,3e27ed24514c5c69c55d3a63858e2647a2966fcb,-9.6510018,-35.7133904,bakery
Niedja Belo - Bem Casados,da1fe1271d153dfeb66a4ae92919526c39f1d2a1,-9.664688999999997,-35.7124211,bakery
Felícia Festas,96670ccefda0a432ce9253399f13d6deed99a936,-9.6532134,-35.70653469999999,bakery
Doce Vida,5a30d88084cb82dc4042e683ab268a431bc85d23,-9.6575606,-35.70987349999999,bakery
@Mmc.Moda,6daf4e2828c5026325bcdc4dc0f44732a04d1326,-9.6547534,-35.7095655,bakery
Bell's Bolos e doces,1c880e237969a8c0dfdb993da41f433f1e932bd5,-9.653222699999999,-35.7077806,bakery
Mayanna Amorim - Confiserie e Patisserie,39364f0c8548c621b925b4829c48f3da4743bc64,-9.659086499999999,-35.7037199,bakery
Bolo da Tarde,af516e0f8b79265fad73eac5d9eeb591ec5e7f95,-9.659086499999999,-35.7037199,bakery
Padaria Nossa Senhora das Graças,f32b7b37eeba17e05447ab5cabbc1c256b743947,-9.654875100000002,-35.71012210000001,bakery
Delicias de Bolos Jatiuca,7f1589270de1a166f083b8edb41617fd54f5a118,-9.6533977,-35.7091255,bakery
Delicias da Lopes,7ece50a380e8320209ee6cc10121cba20a7305a8,-9.661384600000002,-35.7084298,bakery
Andrea Costa Minicakes,643c5bd05a324ce85e389e19f7a2d333e6cfab49,-9.657942199999997,-35.7012844,bakery
Paneto Pão,16b7906340456b637bd958c6b9ae43fb88f53513,-9.6614773,-35.7039898,bakery
Panificação Vitória,1b299271ab9407aab9f81a3d28d745a908fb0299,-9.6509802,-35.70802980000001,bakery
SanGlu,76eee3c06658b471bd706604e024a8daa4599862,-9.6509388,-35.7049995,bakery
Jatiúca Panificação,e64ceafd5b41ae0ccc789b2522012500737aaf08,-9.652730199999999,-35.71121520000001,bakery
Padaria e Conveniência Arte Pão,05907fd2507c88ce246278584fe994ea0085fdd3,-9.658319499999998,-35.7127805,bakery
Casa de Bolos Maceió,871d097899d46a3daf4ae5b6a51d96b8dd4f733b,-9.6501068,-35.7050545,bakery
W Amorim Confeitaria,f3664d96dc96f9f979528e89f2e087e22fe59022,-9.6539422,-35.7128643,bakery
Wagner Amorim Confeitaria,e567f4399859daee816f619a9fce11942603d4c1,-9.6539422,-35.7128643,bakery
R2 Café e Conveniência,d3fe8f5278e8457397d01ac576618a31d0bd59b6,-9.6531712,-35.7003201,bakery
Ruca Confeitaria,f349e638fd5470307b754c89bf1cd0cbe4df5c3e,-9.662624899999997,-35.70288680000001,bakery
Padaria Super Pão Maceio,229dafa70193c2e0b8cfc99d8ae9fc7a3de88566,-9.653422599999999,-35.7131057,bakery
Todo Dia EncomendasTorta Alemã,b4f3e021d36372c6b05f6c8f4be3893dbad3a964,-9.649246,-35.706222,bakery
Panificação 7 Coqueiros,601b35650385316311b17eb5b2bffb153a0d2e04,-9.6635804,-35.7086304,bakery
Panificação e Doceria Trigos,f88fb146ef46676ad8cdb0d911f2596a42d255de,-9.649333,-35.707867,bakery
Dona Massa,08d384c0f2244d40642126964f0052e538b113ca,-9.663724599999998,-35.7086147,bakery
Padeiro Alagoano,b957f94d909d7fe2cd110be45411baaebcacf66d,-9.662578,-35.7018196,bakery
